"time.h","time","rep","phase","total","spore_obs","veg_naive","spore_est","spore_lo","spore_hi","veg_est","veg_lo","veg_hi"
17852,743.833333333333,"A","equilibrium",1220000,1110000,110000,1007126.84618448,820826.562457315,1166302.68738267,218569.264307322,65553.2489910712,405490.181430038
17852,743.833333333333,"B","equilibrium",1610000,870000,740000,991731.718534992,750941.099509283,1233580.09391402,584400.411455901,302920.861292392,875537.908091758
17852,743.833333333333,"C","equilibrium",1510000,1270000,240000,1245820.6455442,1115150.02276974,1363836.1813113,256745.493027409,54655.3184278947,512354.86823879
17852,743.833333333333,"D","equilibrium",1830000,1450000,380000,1430154.73861307,1309340.3357375,1538975.97648268,341934.836326297,99806.8819006081,613461.090614414
17900,745.833333333333,"A","equilibrium",1170000,610000,560000,776847.121887418,605373.885648749,971017.409451822,389966.819612448,186554.4112965,566653.83265981
17900,745.833333333333,"B","equilibrium",1360000,1e+06,360000,1023478.31191126,802204.343532768,1232381.89905702,337875.884660124,121835.544428812,594538.693927684
17900,745.833333333333,"C","equilibrium",1600000,940000,660000,946574.727886281,821886.646576953,1075216.18769549,560759.811838115,270735.368147767,858020.008017769
17900,745.833333333333,"D","equilibrium",1270000,1380000,-110000,1324978.65149789,1194126.54898988,1426551.93365217,121314.527987287,18619.5884702395,293246.588238932
17948,747.833333333333,"A","equilibrium",920000,510000,410000,676233.546742765,504822.049163708,836949.881758948,245866.29733593,84835.0183652694,420213.882186169
17948,747.833333333333,"B","equilibrium",1410000,970000,440000,1021680.30808844,795344.251010556,1239986.75589896,379366.531955374,144883.699714466,645848.276675374
17948,747.833333333333,"C","equilibrium",1820000,1200000,620000,1193390.73166274,1064533.14551914,1317337.71957999,536785.23583418,243727.481541148,836165.285797177
17948,747.833333333333,"D","equilibrium",1780000,990000,790000,1000405.37690219,891655.472761533,1114469.48029674,674712.937187512,380993.445016673,968514.585214276
17996,749.833333333333,"A","equilibrium",1400000,710000,690000,866722.872558112,678622.626518728,1060338.37359441,527911.191830156,321281.751905274,723793.494714835
17996,749.833333333333,"B","equilibrium",2070000,950000,1120000,1082306.09289235,825125.571228383,1341062.54795116,937090.659425381,624470.068982726,1251098.73486259
17996,749.833333333333,"C","equilibrium",1600000,880000,720000,892455.411503399,769581.582356232,1023085.48855703,609312.880813177,310953.524516878,912017.580177903
17996,749.833333333333,"D","equilibrium",1850000,780000,1070000,809508.497342409,704434.386335147,935363.604111608,923680.887167481,622192.883800809,1218507.11796283
18044,751.833333333333,"A","equilibrium",1220000,1060000,160000,1017871.26456976,832517.77113481,1171987.93845521,206553.184092718,51125.0028302395,393724.117129151
18044,751.833333333333,"B","equilibrium",1580000,1030000,550000,1093062.21652363,857323.910831401,1327463.33480716,463579.063368146,201202.950575449,744407.692484847
18044,751.833333333333,"C","equilibrium",1780000,830000,950000,847161.960466608,727408.543380733,979126.479601442,825374.188583093,517677.865056079,1128592.74185257
18044,751.833333333333,"D","equilibrium",1530000,1170000,360000,1160950.46690207,1047276.17088391,1269410.49922713,319704.138099896,92194.9394344487,581888.920592227
18092,753.833333333333,"A","equilibrium",1330000,1170000,160000,1111190.05806597,922510.734477266,1255383.21414251,222041.490228837,78825.0565303412,418610.264777544
18092,753.833333333333,"B","equilibrium",1830000,1120000,710000,1193728.54705503,950231.328765753,1444472.06128451,599508.263174384,312971.21899891,894358.772563827
18092,753.833333333333,"C","equilibrium",1560000,760000,8e+05,782131.573586582,665027.054940337,916371.762656041,677179.79618935,374534.395625737,977042.540257177
18092,753.833333333333,"D","equilibrium",1710000,720000,990000,756161.402448463,653029.657630962,880424.731456993,839508.648360419,542493.608557956,1137610.55615211
18140,755.833333333333,"A","equilibrium",1340000,1090000,250000,1080174.42039674,904422.576331721,1235386.28295448,260497.541544018,105444.845819244,443431.691946894
18140,755.833333333333,"B","equilibrium",1900000,1170000,730000,1236686.13226521,977663.096601376,1499592.5740818,626313.551764667,326162.887876196,935857.329931263
18140,755.833333333333,"C","equilibrium",1140000,830000,310000,831947.41410256,711398.966878072,952503.953883711,280465.891174234,68227.9670292148,544659.066632164
18140,755.833333333333,"D","equilibrium",1380000,790000,590000,814931.212120443,708793.635708506,933508.579013494,477121.516732189,200109.61810035,762340.261943568
18188,757.833333333333,"A","equilibrium",1420000,920000,5e+05,977665.135416072,770483.788247102,1188281.20682229,438861.271750699,221878.659252916,652194.691285208
18188,757.833333333333,"B","equilibrium",1640000,1060000,580000,1121456.82590121,878201.791083338,1362505.14339395,491966.897172187,221715.404949503,779224.581997976
18188,757.833333333333,"C","equilibrium",1440000,660000,780000,690017.755186201,576868.716721551,822934.301756078,650488.349803877,349763.916871456,951641.91279378
18188,757.833333333333,"D","equilibrium",1380000,1140000,240000,1126167.63476342,1011931.44330439,1231706.72491632,243948.291445825,55247.6902112222,492496.951432512
18236,759.833333333333,"A","equilibrium",1080000,690000,390000,772416.615811177,578006.368302655,959734.317068461,307835.826868594,117495.968305648,504045.701794105
18236,759.833333333333,"B","equilibrium",1610000,1310000,3e+05,1274866.44105501,1045224.75416586,1489045.36884228,337129.059546122,121380.84138098,603192.951338112
18236,759.833333333333,"C","equilibrium",1190000,1140000,50000,1103754.70933812,971905.097989434,1216847.6384916,169426.568073162,29068.7670321231,382237.272322439
18236,759.833333333333,"D","equilibrium",1620000,1070000,550000,1072212.78719117,959193.964074935,1185582.6869962,462725.524999668,188440.343534409,750564.039870854
18284,761.833333333333,"A","equilibrium",780000,7e+05,80000,670853.338901255,549195.455189152,779978.247297839,123608.821256836,32371.7470984221,252812.381334236
18284,761.833333333333,"B","equilibrium",1320000,1060000,260000,1043216.87165162,828981.317810252,1248833.67677578,290952.525149582,96257.9605475555,534642.610878622
18284,761.833333333333,"C","equilibrium",1280000,930000,350000,928008.131742188,805949.309204944,1049362.04936984,312677.449647075,84578.1455216881,585588.523592213
18284,761.833333333333,"D","equilibrium",1540000,1160000,380000,1152208.22022252,1038162.94188359,1264333.10779985,331745.563873293,93708.3490935627,599514.285860826
18332,763.833333333333,"A","equilibrium",1320000,1160000,160000,1083492.21226522,910081.787688799,1246035.72274211,239655.175743864,80645.2355977642,420176.460637274
18332,763.833333333333,"B","equilibrium",1040000,1040000,0,921209.457664448,728261.989189341,1102316.42762638,190037.917024124,52371.0673076725,389483.261689369
18332,763.833333333333,"C","equilibrium",2020000,980000,1040000,987067.867407362,862058.005396325,1118118.89761538,920989.058669174,612851.405913239,1224007.34846617
18332,763.833333333333,"D","equilibrium",1950000,1050000,9e+05,1056786.2488451,944514.372253067,1174049.11932568,784293.105220206,480999.576210266,1081742.88559077
18380,765.833333333333,"A","equilibrium",1370000,1140000,230000,1106988.79402636,931682.933307867,1272170.83751728,263817.422895001,97951.9280053692,444540.631981987
18380,765.833333333333,"B","equilibrium",1870000,1080000,790000,1168233.76503323,916386.83776418,1429988.14053917,660419.426385599,355947.704578153,964759.602178975
18380,765.833333333333,"C","equilibrium",1650000,1390000,260000,1365191.12417545,1230671.04180748,1480547.22305004,266977.764623817,63265.2878038776,524391.351415161
18380,765.833333333333,"D","equilibrium",1720000,1100000,620000,1101811.669277,990163.509765648,1214934.95630472,524784.551383914,240949.968556153,815459.457189726
18428,767.833333333333,"A","equilibrium",1230000,1140000,90000,1057316.72084185,884272.543339968,1183931.43156729,178832.861015363,56375.4757592999,355683.537670229
18428,767.833333333333,"B","equilibrium",1370000,1130000,240000,1095960.58293414,882416.320006632,1294183.40611855,289841.66815945,98654.6666875237,531406.643470177
18428,767.833333333333,"C","equilibrium",1540000,1210000,330000,1193296.20513821,1060355.99352443,1312919.36240955,309354.264328615,79491.9625027386,578784.272314019
18428,767.833333333333,"D","equilibrium",1850000,1060000,790000,1065749.8392185,953257.965815488,1182007.96189821,679063.821834465,385087.838044372,971586.939448015
18476,769.833333333333,"A","equilibrium",1070000,660000,410000,796411.562785945,618460.099672661,962907.686776067,274239.721528965,106496.918349787,461263.585574814
18476,769.833333333333,"B","equilibrium",1790000,1290000,5e+05,1306769.96459395,1061638.99435176,1541817.72364861,460755.91478992,203534.059487784,746502.033486153
18476,769.833333333333,"C","equilibrium",1790000,1280000,510000,1267540.53914536,1136257.59098575,1391568.08914107,444393.741773531,168655.798203282,734967.33241899
18476,769.833333333333,"D","equilibrium",1710000,1010000,7e+05,1017699.39035998,908296.50288165,1132477.55717508,592455.785287948,301758.603065142,880662.180253011
18524,771.833333333333,"A","equilibrium",1520000,9e+05,620000,985174.155279358,798307.294054872,1193552.91443215,529656.169268271,306966.226664097,724431.258084594
18524,771.833333333333,"B","equilibrium",1530000,890000,640000,986404.700837858,749897.269488234,1221858.15361076,516121.051393624,243502.561715977,802112.857111495
18524,771.833333333333,"C","equilibrium",1650000,910000,740000,919424.98428318,795863.010485429,1048905.2515619,632411.864069282,335162.528141794,936974.129138916
18524,771.833333333333,"D","equilibrium",1930000,1020000,910000,1030132.82421088,920470.730122668,1150449.49207212,790554.874608474,491199.094285844,1091079.24339213
18572,773.833333333333,"A","equilibrium",1520000,1e+06,520000,1077139.35055414,858412.176441303,1268430.22960217,438647.656760954,240313.957056297,666055.379042041
18572,773.833333333333,"B","equilibrium",1410000,1160000,250000,1126917.15711689,908119.362803717,1327813.19108452,296253.280215856,99290.6847138957,544147.57485566
18572,773.833333333333,"C","equilibrium",1840000,940000,9e+05,948361.330137228,822366.855102016,1078330.21215668,784695.161897522,478810.781756984,1090761.61322472
18572,773.833333333333,"D","equilibrium",2020000,1150000,870000,1151950.96821308,1038706.42006539,1267099.55225963,758744.759500292,465711.46924353,1050922.42434711
18620,775.833333333333,"A","equilibrium",1330000,860000,470000,949555.906146655,753587.902282865,1125777.39949656,377952.360734631,195861.94740829,581375.422984694
18620,775.833333333333,"B","equilibrium",1790000,930000,860000,1049388.71720261,800806.588392794,1304262.7832539,698800.492969219,398920.079322186,1005663.00617075
18620,775.833333333333,"C","equilibrium",1620000,1300000,320000,1280145.91202536,1149367.87713644,1398510.82151126,303210.243303203,80438.3456052692,572390.437204579
18620,775.833333333333,"D","equilibrium",1440000,770000,670000,798659.969748787,694969.961579943,919843.318230643,545062.974593835,262657.295404138,830898.4389538
18668,777.833333333333,"A","equilibrium",860000,740000,120000,723106.020853806,590764.641422866,841164.70107341,148360.287926637,43397.3151936576,286753.493371691
18668,777.833333333333,"B","equilibrium",1260000,980000,280000,983526.578030476,770241.593410061,1184563.18407035,290582.111373634,97388.8374986426,533679.455335198
18668,777.833333333333,"C","equilibrium",1300000,1050000,250000,1035413.58100884,908385.690000527,1152727.56649029,255296.11293202,57319.9717556003,509660.423489078
18668,777.833333333333,"D","equilibrium",1290000,1200000,90000,1172564.47458667,1054939.86885706,1275974.1386348,179145.157103858,32170.8696292824,396358.419207278
18716,779.833333333333,"A","equilibrium",1570000,1360000,210000,1291763.52651599,1077443.43901694,1460978.63736651,278519.151269031,107727.327603234,502527.350648479
18716,779.833333333333,"B","equilibrium",2050000,1410000,640000,1434373.40980615,1179308.04799658,1692247.27083236,581144.670882239,290033.562667375,879348.80055966
18716,779.833333333333,"C","equilibrium",2410000,1730000,680000,1710193.8110564,1573379.47911406,1833418.16014249,603261.473017581,307586.595240225,903565.860933847
18716,779.833333333333,"D","equilibrium",2010000,1450000,560000,1434322.89807729,1309539.8059862,1548662.24858191,487343.750076315,207071.641418223,776943.334221557
18764,781.833333333333,"A","equilibrium",1670000,1100000,570000,1124697.1905779,863535.871431085,1361350.03894124,540312.731025565,299455.755163096,807838.322967365
18764,781.833333333333,"B","equilibrium",1130000,750000,380000,827556.033602322,625996.272029537,1030273.5507731,309922.220734352,104514.332472753,553740.604886195
18764,781.833333333333,"C","equilibrium",1870000,1370000,5e+05,1356187.69276414,1224548.68505865,1477943.70161657,437115.982869184,163660.562905125,726016.173582048
18764,781.833333333333,"D","equilibrium",1660000,1320000,340000,1303511.13623683,1184907.92383846,1410851.4493631,310196.951558204,84660.4555631173,574023.205349172
18812,783.833333333333,"A","equilibrium",1370000,940000,430000,1010613.19362064,798804.630902068,1193932.78600071,357053.578812705,172426.038017565,577697.826069788
18812,783.833333333333,"B","equilibrium",1690000,1110000,580000,1167904.09333174,927007.710385561,1411030.87887204,495485.595591439,226687.281416879,783836.566508531
18812,783.833333333333,"C","equilibrium",2190000,1230000,960000,1226005.38987333,1094218.18703207,1352336.21715047,855454.976244354,539902.75742924,1161282.24168464
18812,783.833333333333,"D","equilibrium",1670000,1060000,610000,1063300.93506139,952100.145436349,1178685.22499298,513241.903326047,226840.903878192,803634.221601622
18860,785.833333333333,"A","equilibrium",1640000,660000,980000,873641.789869541,673896.865235865,1078007.94995936,759683.485826168,551312.416378947,970967.267610934
18860,785.833333333333,"B","equilibrium",1670000,970000,7e+05,1066018.74212425,827608.561943131,1308100.77396832,569461.797347284,287355.715379264,856610.700933914
18860,785.833333333333,"C","equilibrium",2290000,1680000,610000,1657597.37340697,1518021.11982598,1781095.41906348,543082.81104137,246936.682391146,839758.290552028
18860,785.833333333333,"D","equilibrium",1470000,1280000,190000,1256484.01652614,1136181.45137612,1360015.17713603,223348.472257016,46227.1551488469,461570.518554516
18908,787.833333333333,"A","equilibrium",1160000,740000,420000,862494.606361814,674877.979559484,1061622.48739353,296701.154833435,95449.3287076559,493540.078408077
18908,787.833333333333,"B","equilibrium",1290000,710000,580000,847087.461243332,629315.394545757,1064139.26946297,424011.813454469,180649.910800763,689959.571507734
18908,787.833333333333,"C","equilibrium",2430000,1390000,1040000,1380672.19423297,1249898.14340037,1507017.59964686,935251.398965039,620266.46875068,1243211.76719233
18908,787.833333333333,"D","equilibrium",1740000,1150000,590000,1148154.52285027,1033040.43970265,1262014.86994253,503337.638431518,223924.741849101,790513.170151159
18956,789.833333333333,"A","equilibrium",1630000,1140000,490000,1166128.07577389,953397.564057939,1361063.09480978,459960.513167852,257563.283352862,678750.459811593
18956,789.833333333333,"B","equilibrium",1470000,1490000,-20000,1313131.16648234,1105817.15364768,1507084.18208955,213504.010060413,61340.7775787728,422131.279625461
18956,789.833333333333,"C","equilibrium",1710000,1370000,340000,1349107.32115586,1216897.95722471,1470887.59127387,318588.71093085,84968.3421394025,591963.127879428
18956,789.833333333333,"D","equilibrium",2490000,1810000,680000,1785758.50577493,1661569.33807842,1896141.61908691,601717.306775304,309129.859726764,896294.556405425
19004,791.833333333333,"A","equilibrium",1450000,980000,470000,1014011.72914051,789882.417612377,1227936.61266704,432914.60311532,212992.103810158,661855.48985396
19004,791.833333333333,"B","equilibrium",1310000,1110000,2e+05,1063563.9456994,849938.791280486,1263693.95111091,270658.834979177,83527.3416095607,513708.08952415
19004,791.833333333333,"C","equilibrium",2090000,1390000,7e+05,1378479.37632937,1248203.44570594,1502797.15590005,614730.46046237,310155.813272193,921105.862020335
19004,791.833333333333,"D","equilibrium",2640000,1580000,1060000,1564448.2231255,1440089.42871086,1675912.94043954,960433.248968508,660457.050073735,1262860.56096344
19052,793.833333333333,"A","equilibrium",1200000,1130000,70000,1030053.25966038,860751.243757772,1162919.62986474,176833.121090512,48986.5337314849,350697.048868046
19052,793.833333333333,"B","equilibrium",990000,1180000,-190000,947245.199044219,753692.162214654,1143792.11209972,154795.401476637,40718.9849027098,324863.100363994
19052,793.833333333333,"C","equilibrium",1950000,1120000,830000,1120651.05145667,994474.811995909,1247155.09511098,726481.542312777,425662.933423544,1028950.03939191
19052,793.833333333333,"D","equilibrium",2200000,1770000,430000,1741614.94799264,1611555.04979001,1850571.93402054,389091.312101637,129715.310471259,669363.188418656
19100,795.833333333333,"A","equilibrium",1650000,1190000,460000,1215586.62997219,1006023.46035722,1403390.76289181,430923.412328423,237111.909930915,650708.841266258
19100,795.833333333333,"B","equilibrium",1510000,1280000,230000,1220895.71254462,996170.068135479,1423686.84956627,301657.611661522,100259.030011276,550694.858074864
19100,795.833333333333,"C","equilibrium",1220000,1370000,-150000,1301400.58939311,1153697.77644353,1412432.02286268,119160.172765778,17740.7913597604,291868.51086509
19100,795.833333333333,"D","equilibrium",2750000,1770000,980000,1748446.78062955,1625137.46269383,1860512.4013705,885507.13785966,577565.263162075,1186400.91091181
19148,797.833333333333,"A","equilibrium",1460000,1310000,150000,1223281.44582101,1025928.15087753,1385499.64198244,239353.727521887,77304.7095035829,441259.268501546
19148,797.833333333333,"B","equilibrium",1780000,1460000,320000,1413099.38516446,1170273.31579558,1635549.95515698,362956.957091525,132503.390436667,638170.460907889
19148,797.833333333333,"C","equilibrium",1700000,1360000,340000,1339517.06025019,1205522.9474133,1458715.12113849,318727.35393679,82337.1535955279,598301.511957917
19148,797.833333333333,"D","equilibrium",2980000,2150000,830000,2119859.42340194,1989157.40526347,2228690.66419839,752460.704291054,446238.764987475,1056802.40553961
19196,799.833333333333,"A","equilibrium",1160000,1030000,130000,947940.542589877,789714.60016021,1105761.4362011,217695.915753187,66215.7601079781,375782.927551128
19196,799.833333333333,"B","equilibrium",1480000,1310000,170000,1227114.83104494,1012965.38438932,1427422.92767398,274941.802727848,88166.6516770138,512942.886997453
19196,799.833333333333,"C","equilibrium",1360000,1090000,270000,1075303.74345371,946324.518718724,1194476.54779597,268941.089965108,62146.1974222834,525736.337014709
19196,799.833333333333,"D","equilibrium",1010000,970000,40000,951187.035838172,838966.831458011,1052477.72601709,153883.08727834,26511.7004174897,351253.389499394
19244,801.833333333333,"A","equilibrium",1430000,1030000,4e+05,1072738.78785247,870350.755083892,1263526.29374488,355105.958834086,159495.401978235,565976.949298698
19244,801.833333333333,"B","equilibrium",1660000,1340000,320000,1307190.98316872,1076144.27204054,1528947.47764663,350874.838172071,125929.876201018,615418.718276162
19244,801.833333333333,"C","equilibrium",910000,920000,-10000,889144.267982546,762534.036592814,999665.618760108,145746.186038218,23758.3210447351,338513.594267622
19244,801.833333333333,"D","equilibrium",1230000,1010000,220000,1002545.33473539,893739.069684176,1110693.47001456,229751.909321928,48607.5917665361,478172.910180975
19292,803.833333333333,"A","equilibrium",1580000,860000,720000,983640.6970527,772289.467302025,1173064.09249392,590738.7695138,388235.479052012,812441.782500763
19292,803.833333333333,"B","equilibrium",1320000,790000,530000,893660.584312736,677364.898510971,1116393.09751139,410612.355672921,168772.748191121,676196.321992154
19292,803.833333333333,"C","equilibrium",1040000,710000,330000,723322.44073095,609354.241792925,845636.313342526,286826.798087974,72544.3936331612,547920.175254661
19292,803.833333333333,"D","equilibrium",1130000,810000,320000,824684.947587307,720505.137310763,936430.258323729,276334.061120831,68265.0767225372,536690.68825431
19340,805.833333333333,"A","equilibrium",1110000,880000,230000,880055.104322804,721513.221874708,1038039.90143683,233302.677876823,77205.2784522443,396125.658442536
19340,805.833333333333,"B","equilibrium",890000,870000,20000,785832.739212639,604293.278475654,964279.828560128,182222.014480131,49562.7622360975,371646.419054289
19340,805.833333333333,"C","equilibrium",760000,730000,30000,716812.660164683,598152.132499159,830059.148262773,152577.559209194,25185.6998223872,356941.732710574
19340,805.833333333333,"D","equilibrium",1220000,8e+05,420000,819452.646893739,715810.890998849,934146.628290634,342650.143640954,105554.548384548,616011.287258388
19388,807.833333333333,"A","equilibrium",1210000,910000,3e+05,947596.528313329,754417.772101297,1117999.91994389,263326.108592866,91966.7370099429,463454.004240609
19388,807.833333333333,"B","equilibrium",830000,910000,-80000,771180.280031653,589924.720672177,956595.218703158,159920.924961967,43721.3339727594,332068.404261029
19388,807.833333333333,"C","equilibrium",810000,830000,-20000,803463.175225863,678528.614981176,912122.51018677,142946.474534234,22653.8633987284,333460.514026825
19388,807.833333333333,"D","equilibrium",1190000,790000,4e+05,809893.922507069,705339.84667249,927979.189296952,327644.068122333,95650.4635524503,594226.523011316
19436,809.833333333333,"A","equilibrium",1210000,860000,350000,902972.400332731,729198.478757007,1086521.11591014,307440.257106046,120465.436176533,485747.659998323
19436,809.833333333333,"B","equilibrium",950000,840000,110000,803182.608130644,619716.022468696,980862.414062326,203692.252041078,58967.306083526,405156.922458478
19436,809.833333333333,"C","equilibrium",870000,820000,50000,801904.367171178,682512.490939058,913735.022803433,162085.206228865,27522.6782942169,368183.530153139
19436,809.833333333333,"D","equilibrium",1460000,1140000,320000,1129885.40120011,1013284.69992665,1238288.9806033,291838.322444706,75796.5734745114,548538.066955397
19484,811.833333333333,"A","equilibrium",1630000,910000,720000,1030336.79008139,822448.515583472,1230065.4065662,593635.700196818,385874.625589614,810926.184030487
19484,811.833333333333,"B","equilibrium",1490000,9e+05,590000,991148.226149404,759957.228238541,1224616.40544634,474963.870417785,215728.537637598,756376.971363574
19484,811.833333333333,"C","equilibrium",990000,920000,70000,896562.978647987,769426.00756912,1007464.13337233,172520.612507674,30001.1691601371,387392.955540188
19484,811.833333333333,"D","equilibrium",1040000,880000,160000,878509.124886517,772715.316281233,985730.262119738,197602.482224477,37885.601551239,424735.539629008
19532,813.833333333333,"A","equilibrium",1670000,970000,7e+05,1068379.41013225,868596.374567299,1292604.40249256,595570.870071383,365054.450142184,805050.212865617
19532,813.833333333333,"B","equilibrium",1270000,9e+05,370000,942079.049784851,720931.504934971,1150377.22865964,330223.633095956,117299.279563816,582642.409309759
19532,813.833333333333,"C","equilibrium",1170000,770000,4e+05,781089.315488184,663885.759756658,904038.990846603,337920.246842711,100371.535015585,608882.688153469
19532,813.833333333333,"D","equilibrium",1360000,1110000,250000,1098256.70452266,983117.039797184,1207734.48725319,248667.97396303,58054.1336798231,495100.51165065
19580,815.833333333333,"A","equilibrium",1590000,1060000,530000,1122376.65174969,903534.777430546,1364903.57809129,463188.975385426,222503.815203936,694874.841437459
19580,815.833333333333,"B","equilibrium",1030000,650000,380000,747433.205807933,554468.916136069,941274.661996267,295718.395302763,98633.7097363348,529294.276522478
19580,815.833333333333,"C","equilibrium",960000,490000,470000,536323.524676676,426826.879959123,669279.885690692,363239.612904317,112275.137841622,641055.981126353
19580,815.833333333333,"D","equilibrium",1090000,1100000,-10000,1068500.18791306,950010.547015247,1168277.20005145,142771.863947478,22965.7114863477,337340.335333336
19628,817.833333333333,"A","equilibrium",1200000,490000,710000,745113.282641419,564380.190311004,911877.437192343,450364.44243333,274861.474354812,642193.677358288
19628,817.833333333333,"B","equilibrium",940000,410000,530000,619949.56826218,430966.625930893,813252.262761343,322139.035714888,116955.730312427,557864.005219453
19628,817.833333333333,"C","equilibrium",1190000,590000,6e+05,625599.598944298,513410.545029148,760066.493678273,482747.579075321,201682.484431115,768729.751117425
19628,817.833333333333,"D","equilibrium",1420000,1120000,3e+05,1112238.65089516,1000937.69052726,1220583.79045467,278542.629169593,68959.5377289649,534890.567303242
19676,819.833333333333,"A","equilibrium",810000,760000,50000,701377.168271899,575222.874303244,811861.028685821,123421.392208594,32388.4839841532,254195.170611156
19676,819.833333333333,"B","equilibrium",1070000,780000,290000,821903.120987172,626292.469792391,1013016.26099965,269777.221971213,85401.5994680069,500409.563849609
19676,819.833333333333,"C","equilibrium",990000,690000,3e+05,703014.639488388,587342.923835765,823668.494236998,267207.099835508,60203.4763024538,526805.833490687
19676,819.833333333333,"D","equilibrium",1130000,9e+05,230000,901755.437300032,794045.805090693,1009202.58122207,228726.567297488,49419.0601613981,472834.481792105
19724,821.833333333333,"A","equilibrium",1010000,860000,150000,832761.254227665,692042.773073417,965469.695962695,184330.921473353,60399.3153189565,330734.635608246
19724,821.833333333333,"B","equilibrium",1e+06,920000,80000,853355.660677368,666621.681512048,1039096.00777216,204848.801613703,58211.1144132992,406935.749297124
19724,821.833333333333,"C","equilibrium",9e+05,660000,240000,672068.948155687,558605.45771735,788552.752234873,233330.448856043,50506.1842723942,480564.864273034
19724,821.833333333333,"D","equilibrium",1020000,1010000,10000,985784.491295812,867920.669632742,1087589.83532699,147045.851359835,23872.8828153168,343679.175943892
19772,823.833333333333,"A","equilibrium",1670000,720000,950000,891307.139591034,702347.813217675,1104031.38220006,772103.494815602,552068.827055793,971856.183235176
19772,823.833333333333,"B","equilibrium",880000,740000,140000,734849.388222464,552280.691502734,910696.339138223,202680.680736496,58821.421340338,399348.638061795
19772,823.833333333333,"C","equilibrium",710000,610000,1e+05,615263.039714858,505224.366593963,730899.835695429,172073.182047192,28973.2979705975,389376.387583538
19772,823.833333333333,"D","equilibrium",1520000,810000,710000,834236.309351749,729202.650530203,953614.255214386,586584.372913284,296326.111428484,876817.504057186
19820,825.833333333333,"A","equilibrium",1150000,950000,2e+05,931721.696894707,772797.4515037,1078749.6709381,221984.51729715,77450.915864448,386569.992518266
19820,825.833333333333,"B","equilibrium",1130000,990000,140000,938089.782866972,737388.353658483,1126174.19917651,232823.185080727,68659.028642142,451685.674373506
19820,825.833333333333,"C","equilibrium",790000,960000,-170000,906260.707648104,768304.79059505,1015184.65702308,110246.930814855,16185.7887482378,273412.591313715
19820,825.833333333333,"D","equilibrium",910000,930000,-20000,908296.921108916,798746.324216183,1007930.81774284,135425.165692623,21791.742889967,318275.31815013
19868,827.833333333333,"A","equilibrium",1260000,890000,370000,945305.78894188,759357.77144395,1116468.86087362,313743.397344706,138809.659817441,505670.6040425
19868,827.833333333333,"B","equilibrium",1040000,830000,210000,832223.011504339,643252.559355505,1016934.83766173,242227.397635032,75208.8980641578,454537.911487979
19868,827.833333333333,"C","equilibrium",990000,730000,260000,737120.01828176,621273.154524467,857609.40144547,248291.334878977,53626.5158194325,501431.115437
19868,827.833333333333,"D","equilibrium",1120000,880000,240000,884492.152241557,778854.564857359,993889.051448495,234300.090837502,49298.3074049439,478456.134524564
19916,829.833333333333,"A","equilibrium",1510000,1040000,470000,1097018.89763844,889948.746497609,1293697.38609821,409497.225704178,207151.61855791,625067.25270413
19916,829.833333333333,"B","equilibrium",1100000,990000,110000,925276.157309569,727999.543566103,1110580.96162744,222628.472974451,65869.4630631654,435560.999518316
19916,829.833333333333,"C","equilibrium",1210000,710000,5e+05,730859.850382185,615448.493799885,862428.763073331,408585.940755259,144741.666331423,691647.478873038
19916,829.833333333333,"D","equilibrium",1140000,990000,150000,978970.769007246,866898.279349328,1085542.03389155,194952.690126777,36593.2478653278,421973.00923032
19964,831.833333333333,"A","equilibrium",1030000,820000,210000,815799.530594108,654075.09608752,973448.114071996,219717.953342493,68470.085673568,384057.46110621
19964,831.833333333333,"B","equilibrium",1270000,750000,520000,861809.862978574,641835.019650289,1077240.9325545,396196.597036705,162220.040304613,661313.018213744
19964,831.833333333333,"C","equilibrium",9e+05,690000,210000,696949.284679094,582550.318091186,814894.244601354,221946.655837081,45583.8839324154,463441.127287454
19964,831.833333333333,"D","equilibrium",1590000,880000,710000,897418.92624305,790702.537586207,1014639.0115768,593109.9196319,305003.49496265,879759.215512153
20012,833.833333333333,"A","equilibrium",1330000,740000,590000,879619.738646923,691382.519251081,1074420.49108977,446106.23565028,244331.316321254,643729.242152702
20012,833.833333333333,"B","equilibrium",1110000,580000,530000,738141.164038409,534301.065051629,942883.417118595,364093.528870804,145969.013996449,612936.949481934
20012,833.833333333333,"C","equilibrium",1230000,510000,720000,559911.596185853,448166.420161844,698534.865443109,574403.074478235,281999.687585294,876382.206174984
20012,833.833333333333,"D","equilibrium",1520000,7e+05,820000,737671.674345897,635603.554902003,864300.545564511,676264.220757826,374790.693957837,970330.80441117
20060,835.833333333333,"A","equilibrium",940000,9e+05,40000,804272.747357034,652490.938168391,925467.746586256,147814.228839186,42870.0723808534,297898.282274078
20060,835.833333333333,"B","equilibrium",830000,720000,110000,704782.291321919,527472.632201518,882849.904568789,192106.931297888,55577.3849945696,385989.865139795
20060,835.833333333333,"C","equilibrium",1190000,810000,380000,818168.78969495,699821.798449559,944217.309746825,325371.946750923,89659.0254244199,598347.544455724
20060,835.833333333333,"D","equilibrium",710000,880000,-170000,846802.801682654,730463.158195607,944095.330303092,104142.984568697,15269.1350563279,262241.432658339
20108,837.833333333333,"A","equilibrium",1180000,750000,430000,843491.477628834,664620.648631635,1033154.49437311,335333.231086534,143481.682938534,519607.307186049
