"time.h","time","rep","phase","total","spore_obs","veg_naive","spore_est","spore_lo","spore_hi","veg_est","veg_lo","veg_hi"
20108,837.833333333333,"B","equilibrium",1400000,970000,430000,1018502.8452619,793605.942343109,1235630.71575797,373795.920203694,143793.129275121,637003.284536823
20108,837.833333333333,"C","equilibrium",840000,750000,90000,742102.552676483,626155.612754212,855427.825267973,172923.375011373,30224.313253253,386154.997725313
20108,837.833333333333,"D","equilibrium",1120000,9e+05,220000,901083.770664253,794155.131853572,1007576.15115371,224100.500684015,46447.9670164085,460140.615653198
20156,839.833333333333,"A","equilibrium",1140000,840000,3e+05,890255.52642401,713568.858678912,1049573.88438044,251386.91698956,91087.4121047114,434009.771631146
20156,839.833333333333,"B","equilibrium",1030000,630000,4e+05,741056.247647558,548660.712854489,934455.160335116,299376.812143506,103621.705092301,532674.607644418
20156,839.833333333333,"C","equilibrium",980000,730000,250000,736946.565467301,623369.834390282,853841.041702929,242508.112819484,53183.7814120268,491620.536284405
20156,839.833333333333,"D","equilibrium",1360000,710000,650000,744672.583420832,642759.469200909,868188.438006079,523631.407763424,242191.177280112,813036.886461245
20204,841.833333333333,"A","equilibrium",850000,990000,-140000,766841.12305723,649119.293582005,884136.741422177,104481.717317301,25729.0341126149,219898.48633162
20204,841.833333333333,"B","equilibrium",1210000,810000,4e+05,879135.482579383,671814.193654482,1084024.70853994,332731.122502736,121968.833873074,576677.400345123
20204,841.833333333333,"C","equilibrium",1e+06,720000,280000,729417.831708499,615356.458245608,850058.418246725,258310.099048157,57809.6332667971,509742.992744232
20204,841.833333333333,"D","equilibrium",1370000,610000,760000,659268.030732747,559203.091774714,783831.642479123,610581.222370896,322723.50233378,900379.998437327
20252,843.833333333333,"A","equilibrium",1090000,870000,220000,884123.756897384,713618.312170827,1032630.60888245,209673.71598076,62190.8727457771,383634.026559211
20252,843.833333333333,"B","equilibrium",870000,930000,-60000,797319.097914933,618003.946752505,980469.189621222,165814.938742547,45143.5296230723,343332.488830936
20252,843.833333333333,"C","equilibrium",1270000,690000,580000,714926.970893032,598425.334182271,850697.291107226,472143.629729058,191579.178890567,765295.358462545
20252,843.833333333333,"D","equilibrium",1370000,720000,650000,753853.237413561,651771.867105445,875562.082355584,524187.645176,235863.632861374,810678.359621339
20300,845.833333333333,"A","equilibrium",910000,930000,-20000,797556.574005281,667689.002047998,912894.866246267,127460.432039228,31007.8064039036,261518.71535616
20300,845.833333333333,"B","equilibrium",760000,840000,-80000,714969.397714233,539265.906311605,896537.76343246,153457.447717482,40427.9378339315,324897.354584327
20300,845.833333333333,"C","equilibrium",1160000,670000,490000,693561.792134578,574494.630667696,822998.483687655,398011.921918627,136534.441768974,683105.907833466
20300,845.833333333333,"D","equilibrium",1370000,1200000,170000,1177861.98395536,1060664.69731072,1281570.4764232,211352.075763715,40940.8744951499,449566.567540971
20348,847.833333333333,"A","equilibrium",950000,830000,120000,789903.302885276,619904.404504898,919984.58439592,169199.9901885,50953.0650274373,336805.920972646
20348,847.833333333333,"B","equilibrium",1290000,1010000,280000,1005831.08910515,789258.027705238,1206013.78959811,296659.861817159,100572.150943081,545212.862961646
20348,847.833333333333,"C","equilibrium",1260000,910000,350000,908442.700219839,785098.800959805,1029218.92390376,312210.134329176,85593.8484902223,583680.739184103
20348,847.833333333333,"D","equilibrium",1e+06,1130000,-130000,1084109.92140246,960519.875824226,1185509.44454991,114792.453575098,16907.2550343542,279402.503040085
20396,849.833333333333,"A","equilibrium",1210000,850000,360000,918180.284822286,734266.792825593,1082193.81619646,291552.021978473,123178.988715038,483092.587825374
20396,849.833333333333,"B","equilibrium",1370000,660000,710000,826301.996584272,601933.986126995,1058076.50995456,515215.095280101,250286.069798735,791702.548124712
20396,849.833333333333,"C","equilibrium",1180000,790000,390000,798698.905215665,679597.682874362,924636.258797923,333654.764972243,98010.5463276218,611894.025010192
20396,849.833333333333,"D","equilibrium",1380000,920000,460000,929819.130963971,822912.508187106,1041443.17984519,380688.366193816,131155.696685315,655065.497184017
20444,851.833333333333,"A","equilibrium",1330000,970000,360000,1017883.8132416,825247.523483576,1196513.68727241,310822.188647357,131227.77044146,512404.253284971
20444,851.833333333333,"B","equilibrium",1010000,7e+05,310000,766590.581180622,572658.000406807,954780.500102517,266620.136151104,88175.6622315539,495999.660412936
20444,851.833333333333,"C","equilibrium",1e+06,760000,240000,763496.353857917,647279.108271439,881818.844316913,237941.532231383,51546.7252154363,487547.155696944
20444,851.833333333333,"D","equilibrium",1500000,920000,580000,934232.016450591,826805.67977631,1049120.28982556,477681.547858176,206193.082833334,760729.011109496
20492,853.833333333333,"A","equilibrium",1330000,850000,480000,936892.99463888,759315.801829024,1119909.17740297,390398.055927871,193890.595394174,577778.285747777
20492,853.833333333333,"B","equilibrium",1170000,6e+05,570000,760273.510628562,550658.298701334,974187.292378628,395389.183972114,162060.77551966,650285.934950223
20492,853.833333333333,"C","equilibrium",1120000,7e+05,420000,718073.680898493,603038.349550754,841974.791705497,348310.900557952,103477.501307382,629825.140579795
20492,853.833333333333,"D","equilibrium",1250000,740000,510000,767664.757752273,666169.776623759,886108.48532863,406717.295070115,143441.030106066,690871.684173046
20540,855.833333333333,"A","equilibrium",1250000,1170000,80000,1055456.74388992,901365.858837674,1207058.2103347,201175.481431348,54710.875455642,358208.882515734
20540,855.833333333333,"B","equilibrium",920000,1220000,-3e+05,922827.493816424,731434.718698662,1127819.56916695,134935.499937379,34834.0344991275,287095.358396592
20540,855.833333333333,"C","equilibrium",1050000,1120000,-70000,1071205.50096865,936686.25406812,1183487.78538687,133749.928079602,21579.2065050094,320525.863532433
20540,855.833333333333,"D","equilibrium",1240000,1100000,140000,1082447.49241159,967943.397744119,1186522.86546326,195259.989498351,35756.192641975,421163.48659197
20588,857.833333333333,"A","equilibrium",1260000,1070000,190000,1012822.80380637,820732.89507154,1179820.7813752,250063.901077002,85685.7688346747,444341.160638725
20588,857.833333333333,"B","equilibrium",1210000,1020000,190000,983885.736903719,780844.105617297,1172095.45998722,254315.077596773,81169.5403189671,478160.822203949
20588,857.833333333333,"C","equilibrium",1120000,690000,430000,709802.728270041,597534.903963636,836222.12910761,355197.245040947,107802.34450443,630319.706367608
20588,857.833333333333,"D","equilibrium",1310000,810000,5e+05,830253.849789444,727203.761165616,947926.602083211,405932.579629029,148365.017516385,686689.489376659
20636,859.833333333333,"A","equilibrium",1340000,1e+06,340000,1003105.05052593,818451.508776593,1190525.93952849,336220.194529123,144616.548006792,528361.458123291
20636,859.833333333333,"B","equilibrium",1520000,1050000,470000,1087841.16375533,858609.129595,1315142.50219423,418208.84503117,168550.854453331,691352.279753741
20636,859.833333333333,"C","equilibrium",950000,850000,1e+05,834153.953541885,711866.328737443,948629.873808151,181678.182407371,31813.8651891451,404057.381966873
20636,859.833333333333,"D","equilibrium",1260000,1130000,130000,1108852.91598915,993102.884030757,1211297.09347128,191931.409354787,35731.5205858986,416567.855210863
20684,861.833333333333,"A","equilibrium",940000,870000,70000,806101.005730515,665152.652890587,922439.83469838,144744.393381114,39673.2231448636,289930.117653742
20684,861.833333333333,"B","equilibrium",1220000,930000,290000,943844.615013749,731876.854202889,1142842.67989982,291328.437401871,94726.9810512645,538305.582318723
20684,861.833333333333,"C","equilibrium",1e+06,810000,190000,805809.194169223,687552.468098634,924766.519543341,215729.417403104,42282.7886387856,453370.803220855
20684,861.833333333333,"D","equilibrium",1380000,840000,540000,859230.0107635,755127.002471631,975191.099885534,438761.283672012,168651.607269807,721295.715646091
20732,863.833333333333,"A","equilibrium",1220000,870000,350000,911539.193289288,736011.488373281,1099799.56293144,308070.176845048,117115.241979078,493184.609330695
20732,863.833333333333,"B","equilibrium",1e+06,890000,110000,842558.273954581,650945.818893684,1025992.7959577,211248.912501089,60514.7547979421,415822.916165411
20732,863.833333333333,"C","equilibrium",940000,850000,90000,833481.235048912,706901.701998811,947515.526223653,177163.579818978,30218.6707894116,398768.056617037
20732,863.833333333333,"D","equilibrium",1490000,870000,620000,888254.343876188,783480.131943585,1004242.46996717,510457.494885453,235090.73381406,800199.056541411
20780,865.833333333333,"A","equilibrium",1270000,1100000,170000,1033406.84909137,826134.220924341,1193469.31816525,240100.389404136,83685.0123509548,451071.560639888
20780,865.833333333333,"B","equilibrium",1140000,690000,450000,802799.697096119,595174.908448995,1008108.23331918,335686.683018094,120570.6759443,585014.916093936
20780,865.833333333333,"C","equilibrium",880000,740000,140000,737106.372159465,620995.876440938,852214.95578663,192413.115899495,36047.1659297846,419879.8245328
20780,865.833333333333,"D","equilibrium",1180000,790000,390000,810081.167757391,708470.66676095,923218.711605477,319524.874956889,90838.1495767746,585573.454824621
20828,867.833333333333,"A","equilibrium",920000,810000,110000,786945.815305833,629191.597413279,900966.348379561,143435.438769171,32607.1824783987,303024.948458626
20828,867.833333333333,"B","equilibrium",1100000,1e+06,1e+05,929955.834723128,733238.343343512,1113106.70998745,218944.06679627,64386.8815474713,429544.321380623
20828,867.833333333333,"C","equilibrium",1070000,810000,260000,811160.352338706,692204.218006001,932104.745218647,251655.837596252,54076.7676883872,509282.297834804
20828,867.833333333333,"D","equilibrium",770000,1400000,-630000,1280968.41320968,1101122.82493109,1407519.1771347,59288.9616084417,7656.73360813862,158815.163262257
20876,869.833333333333,"A","equilibrium",1110000,890000,220000,901957.792055516,739066.763395995,1056388.91836055,211701.144357432,60136.2084858788,381228.429119584
20876,869.833333333333,"B","equilibrium",1100000,760000,340000,820038.696185903,615107.393937198,1015858.78671339,292839.738980433,99197.7853400943,534770.701577499
20876,869.833333333333,"C","equilibrium",1040000,730000,310000,739936.509655452,624933.892228069,863162.64610634,275740.141048828,65697.4969911072,534442.897213015
20876,869.833333333333,"D","equilibrium",1550000,1130000,420000,1125462.73827193,1012565.73665859,1235167.6317335,361921.028275288,118659.724338525,635657.38034186
20924,871.833333333333,"A","equilibrium",970000,880000,90000,829508.828771641,692268.038390952,949220.001232641,150464.339725346,43190.0504237257,293995.076884759
20924,871.833333333333,"B","equilibrium",920000,750000,170000,754623.161340235,572723.151260421,931120.582535762,215448.125147275,62641.7860462626,423569.234980446
20924,871.833333333333,"C","equilibrium",8e+05,540000,260000,568266.466401265,461207.919640456,692464.3726998,235203.915683015,49206.5674510555,482126.610393125
20924,871.833333333333,"D","equilibrium",1140000,840000,3e+05,851405.157279966,745791.7709148,963689.003245933,263816.652469234,63381.12634047,509380.892207939
20972,873.833333333333,"A","equilibrium",1180000,930000,250000,957273.354564797,774763.291887609,1099367.75542085,225023.300968027,84208.7804848245,416238.812424615
20972,873.833333333333,"B","equilibrium",1270000,860000,410000,922361.36867564,706920.185189214,1132310.32277066,345942.344509879,127886.528298555,596342.062397161
20972,873.833333333333,"C","equilibrium",930000,710000,220000,715228.254737897,598666.588689828,833103.118397468,228148.965725979,45367.5550322429,472777.820429713
20972,873.833333333333,"D","equilibrium",1310000,920000,390000,928255.611114743,822542.901334801,1037662.16726453,330047.949743069,100138.140998803,592162.887302659
21020,875.833333333333,"A","equilibrium",1210000,980000,230000,968019.925390098,790442.183623591,1127903.05224224,244822.150513827,87500.5592129982,427367.91233767
21020,875.833333333333,"B","equilibrium",1060000,840000,220000,845585.350762759,647860.264183628,1031050.49741412,246677.037852109,75901.140773871,470682.882045803
21020,875.833333333333,"C","equilibrium",780000,940000,-160000,888301.268161797,750550.756449349,998080.577856901,112616.193511647,16694.6672814829,277944.631928624
21020,875.833333333333,"D","equilibrium",1410000,1020000,390000,1020315.39978802,908369.242804489,1129477.77951255,335741.023701041,98948.1481657324,604502.051750349
21068,877.833333333333,"A","equilibrium",930000,9e+05,30000,809786.482303378,660961.390422876,924786.378818063,133029.674726032,33604.4517603912,283912.84363509
21068,877.833333333333,"B","equilibrium",1250000,630000,620000,792422.495573728,573953.084347605,1017408.73754217,436878.834210068,188017.227305949,711974.904007789
21068,877.833333333333,"C","equilibrium",1110000,550000,560000,591123.871717532,480651.243669055,725166.067618762,441463.725897332,172742.344935197,727874.755706447
21068,877.833333333333,"D","equilibrium",1170000,960000,210000,955613.841761399,847508.929716291,1061688.09916879,222124.824646233,46284.292150124,457036.245520223
21116,879.833333333333,"A","equilibrium",1010000,750000,260000,807848.740126493,634950.600981346,946464.843009685,206260.543589202,70416.5578700296,386644.799458591
21116,879.833333333333,"B","equilibrium",1290000,610000,680000,786097.401709757,566464.884370974,1013380.66289437,479091.405316634,223251.690780281,754266.460874152
